SK_ID_CURR,TARGET
100001,0.20732792514649348
100005,0.5141336578569694
100013,0.3200569377342095
100028,0.34462174563966186
100038,0.783054971272378
100042,0.5237675335476277
100057,0.0420762930253599
100065,0.09263107643034586
100066,0.05150348148892401
100067,0.35175416459045916
100074,0.4220104130301863
100090,0.2519258416602882
100091,0.6433097894315719
100092,0.25048754663321054
100106,0.2493100798667286
100107,0.5641252156245654
100109,0.3323003199641208
100117,0.11129412369710069
100128,0.3536077228271274
100141,0.34242214650057773
100150,0.08221956662631069
100168,0.10400212185735033
100169,0.17705763450154183
100170,0.7390457612080277
100171,0.4637809683500977
100172,0.4253385847358117
100184,0.6384081358677894
100187,0.45602221670832316
100212,0.24986557875475385
100222,0.49449471544846807
100223,0.1573916200529914
100232,0.13278153492628386
100241,0.4785852360442026
100245,0.13950534178157387
100253,0.1680374413351576
100256,0.37681837677923363
100271,0.2680509715945901
100278,0.8431959108763789
100280,0.1035129911523287
100306,0.5933307013269513
100311,0.33495569532885333
100312,0.12804943316206702
100330,0.4841960849829936
100331,0.6677155273149525
100352,0.5987807640060859
100358,0.33810536479488784
100367,0.18449788146292953
100382,0.6876225735615509
100384,0.7110207869366512
100385,0.5602350941025763
100386,0.3377784358366916
100399,0.1347932828564251
100404,0.3101420104867065
100416,0.09472144245129295
100422,0.3005616929505743
100426,0.11001560932955003
100438,0.23967233460652054
100444,0.6576716465919135
100445,0.7068572802765866
100446,0.26563346804050036
100447,0.211982888137843
100450,0.7209067840286255
100466,0.0946654624672944
100483,0.21238781416641955
100484,0.10417834743743407
100494,0.5292200479558244
100510,0.5079707467026054
100512,0.2792053149457926
100517,0.18176320384157188
100548,0.26572311481327676
100551,0.3456995506306667
100552,0.3409088338796377
100553,0.06664205194384834
100561,0.4837951164242768
100568,0.8436225767922902
100569,0.35781437442002967
100591,0.7595715303740637
100592,0.3304591403716954
100602,0.33276665580108467
100607,0.6007292845317931
100613,0.7427345105251919
100617,0.538273291710647
100618,0.5079035386776685
100622,0.4033663300702122
100625,0.7386896224783176
100677,0.3380104070324732
100699,0.2154587636085817
100702,0.8235004676432173
100711,0.3476273872162211
100729,0.5542589208266747
100740,0.8580740595230292
100744,0.7719162213543288
100745,0.34442863876239893
100747,0.3694668536883917
100751,0.8412766514709138
100752,0.5893863321188517
100753,0.5732857313189244
100754,0.8263317511399846
100760,0.36557392636589203
100762,0.5054819394494102
100763,0.3076069681358504
100765,0.11897806725611387
100770,0.48777701736857104
100772,0.15967850633395267
100777,0.31259965465391387
100791,0.06537359446457039
100792,0.04343956939976973
100797,0.1814572709394661
100823,0.33646192934017877
100826,0.1625269444088446
100830,0.5090941972970887
100836,0.7881633054007147
100872,0.343349028047522
100910,0.4692501014019361
100913,0.3894743574589396
100918,0.22643751034196216
100931,0.03954909179473661
100952,0.18762795079486552
100953,0.10114077057809218
100965,0.5457042798377769
100970,0.3206247813140795
100982,0.6594155318277651
100983,0.7835834759757826
100984,0.2915688461389814
100987,0.23771028171076425
100997,0.27409848387324215
100998,0.7564731693933376
101002,0.07481292677817288
101005,0.632103357154998
101008,0.9238612130916138
101020,0.5980305266462004
101021,0.26459857024222766
101024,0.13192571277238274
101025,0.8182013473430749
101026,0.20764191206749366
101031,0.1997134492947371
101041,0.0442726847291446
101051,0.019332552012053174
101055,0.5701797473738847
101056,0.7451800009043792
101057,0.22993555265439203
101064,0.08857503355971182
101079,0.45664947126832645
101087,0.09145572294548406
101090,0.34774455880314176
101092,0.6645189296788682
101097,0.7605069455730843
101099,0.22248261026128302
101107,0.5690781750340627
101118,0.17283797646870766
101125,0.4704120699116378
101126,0.06679259829383127
101128,0.1633866715376751
101136,0.4248130406907945
101140,0.657552004917958
101149,0.7729789089548292
101160,0.8101228205878062
101169,0.8444437973191676
101181,0.2373728035578151
101186,0.0435019961015655
101190,0.14354304316549032
101193,0.6992091371459859
101194,0.5353333424352834
101198,0.6855345252720345
101200,0.17661781711426766
101204,0.134006965517824
101211,0.4943832250082288
101213,0.19827415104748838
101223,0.3172011839672952
101225,0.7349285928104639
101237,0.32018938552687387
101243,0.6476948898362604
101244,0.6369055144310253
101258,0.2706723298460899
101259,0.6457915882346147
101268,0.5885072552758065
101269,0.4213940227136982
101271,0.08495208410012058
101279,0.3597658948251064
101281,0.7256920323042516
101287,0.2815492198794621
101292,0.5293463840071659
101294,0.18247929445791708
101296,0.685782642996972
101297,0.1004843429169332
101299,0.1496694292020929
101301,0.2283602121188529
101305,0.4299634379984263
101308,0.5646402120521608
101318,0.19601867663891157
101327,0.7888994765529589
101329,0.06869440893333736
101332,0.6457139844432743
101337,0.1750321456298681
101343,0.07798494531265511
101345,0.3505826791708766
101346,0.06475098211944673
101353,0.15980471966258294
101354,0.6174747815741816
101355,0.5430671496800191
101356,0.21446444973576048
101362,0.4122321213182375
101363,0.909499587601145
101365,0.11928900720550478
101366,0.6005620825174048
101367,0.8261773390556519
101368,0.1023370079837527
101374,0.4951623580407524
101380,0.152476053703989
101383,0.31984161262793087
101398,0.19255251354655664
101399,0.664105865697171
101401,0.8696228888149222
101412,0.2997168043798368
101426,0.5658246979158572
101427,0.7253073635333241
101428,0.7093793078627483
101429,0.8261943273821922
101434,0.22508004089247
101440,0.8016464619530987
101448,0.7514747688903375
101449,0.34289269526523275
101465,0.356452427327278
101467,0.2192071181710749
101472,0.23717134380729327
101478,0.637824587077762
101497,0.6323538736921718
101504,0.28121161614714785
101547,0.15281238042116094
101548,0.4423300627480792
101555,0.2633622314964242
101570,0.06317938916115856
101572,0.6401414594458648
101578,0.34453861335993685
101580,0.6087318070165416
101588,0.5857726423033235
101602,0.1839176934460997
101610,0.39289729827836034
101614,0.5872262685418139
101616,0.26717088679892903
101643,0.791924770966533
101644,0.2780828552679248
101649,0.15360852916463077
101650,0.7903165965230576
101665,0.07121786694189354
101667,0.33761992718697736
101669,0.4094212390740243
101674,0.45773912989106863
101675,0.16173097297025077
101678,0.34638357069388803
101682,0.16660250852582506
101686,0.45243556101708465
101697,0.8962299727664771
101700,0.7773217344113303
101711,0.485302194931815
101714,0.10509106174842685
101715,0.8272047682383354
101728,0.11304230871096829
101732,0.34254682418521865
101757,0.4914083395397229
101758,0.29254164999168625
101759,0.3355599479776495
101762,0.09250078331957108
101764,0.2614746422697482
101780,0.7321242832233092
101784,0.09863374937189509
101789,0.11014516807337321
101816,0.7157498311052045
101819,0.47927830445278663
101827,0.05685169071071546
101863,0.46525245255092357
101867,0.44372770782903936
101870,0.10219587436990589
101873,0.8664364449640694
101878,0.3334996596164606
101879,0.6089789268573573
101880,0.2257742420781856
101887,0.20936967588368013
101897,0.17827537999251528
101901,0.3921572885323558
101903,0.785321225205367
101920,0.30790427790932073
101921,0.18540372014686343
101922,0.44779859294358565
101961,0.6062425240432073
101962,0.08134618030403382
101971,0.6189506069551665
101976,0.9241240508322238
102002,0.5700474575675814
102005,0.0939263160161795
102007,0.7723782625676346
102017,0.19918317580039496
102019,0.6469058968799097
102029,0.15321696666470455
102051,0.6881555370354867
102052,0.04280624112570873
102054,0.1576811842414501
102062,0.5274512167272272
102067,0.7243938389586357
102068,0.5274396231616133
102070,0.4086680804096443
102090,0.6123330399173338
102092,0.20359024656145575
102099,0.4895191110834696
102100,0.13118405040534217
102112,0.7149873511357021
102113,0.09810294812011261
102122,0.7905407563100758
102123,0.44396574374300446
102125,0.3366769482120294
102126,0.5990238898437131
102146,0.15795736082853712
102147,0.5639472238513281
102151,0.26096571420936865
102158,0.811321459212631
102159,0.1489165832029723
102162,0.2393144614834468
102165,0.184847087921099
102166,0.22093599023018654
102174,0.06561801061186909
102193,0.760927604625167
102198,0.26587224606576404
102205,0.5940556721996741
102206,0.043085494766002326
102218,0.06457821297790928
102221,0.07577163043449449
102230,0.4088392980601062
102238,0.10117968471287242
102248,0.1332771023795864
102252,0.6203620297575358
102259,0.5602764910515967
102262,0.6795242585397102
102273,0.2622165668933024
102286,0.6899452153580516
102293,0.12559052440739393
102294,0.25049774230132005
102296,0.5641678754808073
102298,0.454466455819829
102303,0.2970259612315581
102309,0.5586493651915335
102315,0.12221505156748164
102340,0.3491576277143129
102342,0.5879892971660959
102344,0.3968991648773482
102346,0.563293152748307
102347,0.07830323864045138
102374,0.4170003505532261
102380,0.250391414509149
102387,0.2117365492144132
102393,0.31005694753170365
102403,0.07400364878356466
102413,0.19803051838060567
102414,0.036273764351891544
102415,0.1744939219157283
102416,0.7344296025947797
102439,0.34198747058300744
102441,0.4956220931591472
102443,0.0527744076605738
102444,0.40029764514503924
102445,0.4525823356719412
102448,0.14340535194347143
102449,0.4785461651421265
102450,0.7683659329101867
102456,0.12470186218403384
102458,0.40439651803722904
102459,0.3450146834421262
102465,0.14643705123326256
102470,0.6771645835125926
102471,0.2679420192316542
102475,0.1808059991435189
102476,0.7355230561783919
102506,0.13872535040164213
102509,0.38106428079824856
102519,0.20670882905435897
102522,0.23204104298225783
102545,0.21430649839166555
102549,0.23245213643199691
102562,0.06311503894951874
102563,0.08261074946602731
102568,0.5881050775409351
102582,0.5012446354137237
102592,0.07251900966257957
102597,0.4152950490237559
102605,0.17234742044893647
102614,0.3023640255760148
102617,0.6611279816901396
102634,0.18271604234788247
102652,0.13336914581682177
102655,0.029273067718904547
